Codigo;Nome;Categoria;TUSS;Valor Particular;Valor Unimed279;Valor UnimedCompleta;Preparo;Nome Original PDF
RMANBRE;RM Antebraço Esquerdo;Ressonância;41101251;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM ANTEBRACO ESQUERDO
RMARTEMP;RM Articulação Temporomandibular Bilateral;Ressonância;41101103;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM ARTICULACAO TEMPOROMANDIBULAR BILATERAL
RMPARTIC;RM Articular (por Articulacao);Ressonância;41101316;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM ARTICULAR (POR ARTICULACAO)
RNMBACIA;RM Bacia;Ressonância;41101278;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente. Página 30.;RM BACIA
RMBASCRA;RM Base do Crânio;Ressonância;41101030;854,25;;135,31;Jejum de 4 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM BASE DO CRANIO
RMBRACOD;RM Braço Direito;Ressonância;41101251;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM BRACO DIREITO
RMBRACOE;RM Braço Esquerdo;Ressonância;41101251;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM BRACO ESQUERDO
RMCALCAD;RM Calcâneo Direito;Ressonância;;854,25;;;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM CALCANEO DIREITO
RMCALCAE;RM Calcâneo Esquerdo;Ressonância;;854,25;;;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM CALCANEO ESQUERDO
RMCIESCD;RM Cintura Escapular Direito;Ressonância;;854,25;;;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM CINTURA ESCAPULAR DIREITO
RMCIESCE;RM Cintura Escapular Esquerdo;Ressonância;;854,25;;;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM CINTURA ESCAPULAR ESQUERDO
RMCOCCIX;RM Coccix · Gerado Automaticamente;Ressonância;;854,25;;;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente. Página 7.;RM COCCIX · Gerado automaticamente
RMCOLCER;RM Coluna Cervical;Ressonância;41101227;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM COLUNA CERVICAL
RMCOLDOR;RM Coluna Dorsal;Ressonância;41101227;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM COLUNA DORSAL
RMCOLLOM;RM Coluna Lombar;Ressonância;41101227;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM COLUNA LOMBAR
RMCOLDIR;RM Cotovelo Direito;Ressonância;41101316;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM COTOVELO DIREITO
RMCOLESQ;RM Cotovelo Esquerdo;Ressonância;41101316;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM COTOVELO ESQUERDO
RMCOXDIR;RM Coxa Direita;Ressonância;41101286;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM COXA DIREITA
RMCOXESQ;RM Coxa Esquerda;Ressonância;41101286;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM COXA ESQUERDA
RMCXFDIR;RM Coxo Femural Direita;Ressonância;;854,25;;;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM COXO FEMURAL DIREITA
RMCXFESQ;RM Coxo Femural Esquerda;Ressonância;;854,25;;;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM COXO FEMURAL ESQUERDA
RMCRANIO;RM Crânio;Ressonância;41101014;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM CRANIO
RMESPEC;RM Espectroscopia;Ressonância;41101065;854,25;;198,23;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM ESPECTROSCOPIA
RMSEIFAC;RM Face Ou Seios da Face;Ressonância;41101090;854,25;;135,31;Jejum 4 horas Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM FACE OU SEIOS DA FACE
RMJOEDIR;RM Joelho Direito · Gerado Automaticamente;Ressonância;41101316;854,25;;135,31;Razer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente. Página 35.;RM JOELHO DIREITO · Gerado automaticamente
RMJOEESQ;RM Joelho Esquerdo;Ressonância;41101316;854,25;;135,31;Razer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM JOELHO ESQUERDO
RMMAMABI;RM Mama Bilateral;Ressonância;41101480;1.334,50;;307,68;*************** VIR SEM DESODORANTE OU CREME NA REGIÃO DAS AXILAS E MAMAS *************** jejum DE 4 HORAS Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM MAMA BILATERAL
RMMAODIR;RM Mão Direita;Ressonância;41101260;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM MAO DIREITA
RMMAOESQ;RM Mão Esquerda;Ressonância;41101260;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM MAO ESQUERDA
RMMULPRO;RM Multiparametrica de Próstata;Ressonância;;854,25;;;8 HORAS DE jejum Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM MULTIPARAMETRICA DE PROSTATA
RMOMBDIR;RM Ombro Direito;Ressonância;41101316;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM OMBRO DIREITO
RMOMBESQ;RM Ombro Esquerdo;Ressonância;41101316;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM OMBRO ESQUERDO
RMORBITA;RM Orbita;Ressonância;41101073;854,25;;135,31;Jejum 4 horas Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente. Página 36.;RM ORBITA
RMOSSTEM;RM Ossos Temporais;Ressonância;41101081;854,25;;135,31;Jejum 4 horas Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM OSSOS TEMPORAIS
RMPEDIRE;RM Pé Direito;Ressonância;41101308;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM PE DIREITO
RMPEESQU;RM Pé Esquerdo · Gerado Automaticamente;Ressonância;41101308;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente. Página 9.;RM PE ESQUERDO · Gerado automaticamente
RNMPELVE;RM Pelve;Ressonância;41101189;854,25;;135,31;Jejum de 8 horas. Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente. PELVE MASCULINO jejum DE 8 HORAS TOMAR UM COMPRIMIDO DE DULCOLAX AS 8H E AS 14H do dia anterior ao exame PELVE FEMiNINA PREPAROS PARA O EXAME DE MAPEAMENTO DE ENDOMETRIOSE: - Este exame deve ser realizado preferencialmente fora do período menstrual, exceto em casos de urgência ou em casos específicos solicitados pelo médico. - Tomar 01 comprimido de Ducolax (Bisacodil 5 mg) às 8 horas e outro às 14 horas. no dia anterior do exame. - Durante todo o dia, mantenha uma dieta leve (exemplo: suco de frutas somente coado, água, chá, café, água de coco, pão francês, bolacha de água e sal, sopa magra coada (sem sólidos) de caldo de carne ou frango, macarrão com molho vermelho ou alho e óleo (sem carne ou queijo ralado), purê de batata, arroz branco). - Não consumir: leite e derivados, verduras cruas, bagaço de frutas, salada de folhas, frituras, feijão, grão-debico, milho, lentilha, ervilha, sementes e similares. - Uma hora antes do exame, aplicar (via retal) 01 bisnaga de Phosfoenema. Página 37.;RM PELVE
RMPERFCE;RM Perfusao Cerebral;Ressonância;41101057;854,25;;198,23;Ejum 4 horas Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM PERFUSAO CEREBRAL
RMPERNAD;RM Perna Direita;Ressonância;41101294;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM PERNA DIREITA
RMPERNAE;RM Perna Esquerda;Ressonância;41101294;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM PERNA ESQUERDA
RMPESCOC;RM Pescoço;Ressonância;41101111;854,25;;135,31;Jejum 4 horas Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM PESCOCO
RMPLEBRA;RM Plexo Braquial-lombo Sacral;Ressonância;41101243;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM PLEXO BRAQUIAL-LOMBO SACRAL
RMPUNDIR;RM Punho Direito;Ressonância;41101316;854,25;;135,31;Vir SEM esmalte. jejum de 4 horas. Trazer exames anteriores. Chegar com 30 minutos de antecedência.;RM PUNHO DIREITO
RMPUNESQ;RM Punho Esquerdo;Ressonância;41101316;854,25;;135,31;Vir SEM esmalte. jejum de 4 horas. Trazer exames anteriores. Chegar com 30 minutos de antecedência. Página 38.;RM PUNHO ESQUERDO
RMQUADIR;RM Quadril Direito;Ressonância;41101316;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM QUADRIL DIREITO
RMQUAESQ;RM Quadril Esquerdo · Gerado Automaticamente;Ressonância;41101316;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente. Página 10.;RM QUADRIL ESQUERDO · Gerado automaticamente
RMRETPED;RM Retrope Direito;Ressonância;;854,25;;;Vir SEM esmalte. jejum de 4 horas. Trazer exames anteriores. Chegar com 30 minutos de antecedência.;RM RETROPE DIREITO
RMRETPEQ;RM Retrope Esquerdo;Ressonância;;854,25;;;Vir SEM esmalte. jejum de 4 horas. Trazer exames anteriores. Chegar com 30 minutos de antecedência.;RM RETROPE ESQUERDO
RMSACROC;RM Sacrococcigea;Ressonância;41101227;854,25;;135,31;Jejum 4 horas Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM SACROCOCCIGEA
RMSACILI;RM Sacroilíacas;Ressonância;41101278;854,25;;135,31;Jejum 4 horas Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM SACROILIACAS
RMSELTUH;RM Sela Turcica (hipofise);Ressonância;41101022;854,25;;135,31;Jejum 4 horas Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM SELA TURCICA (HIPOFISE)
RMTORAX;RM Tórax;Ressonância;41101120;854,25;;135,31;Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM TORAX
RMTORDIR;RM Tornozelo Direito;Ressonância;41101316;854,25;;135,31;Jejum 4 horas Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM TORNOZELO DIREITO
RMTORESQ;RM Tornozelo Esquerdo;Ressonância;41101316;854,25;;135,31;Jejum 4 horas Trazer exames anteriores, se tiver. Chegar com 30 minutos de antecedência. Sem adorno, sem tatuagem recente 30 dias, Sem cabelo úmido. Caso tenha marca-passo ou algum dispositivo metálico, necessário ser informado anteriormente.;RM TORNOZELO ESQUERDO
RXABDAGU;RX Abdome Agudo;Raio-X;40808025;136,00;;35,52;;RX ABDOME AGUDO
RXABDSIM;RX Abdome Simples;Raio-X;40808017;106,25;;30,45;;RX ABDOME SIMPLES
RXADENOI;RX Adenoide Ou Cavum;Raio-X;40801128;93,50;;30,45;;RX ADENOIDE OU CAVUM
RXANBRAD;RX Antebraço Direito;Raio-X;40803104;93,50;;24,53;;RX ANTEBRACO DIREITO
RXANBRAE;RX Antebraço Esquerdo;Raio-X;40803104;93,50;;24,53;;RX ANTEBRACO ESQUERDO
RXAPOEST;RX Apofises Estiloides - Face;Raio-X;;93,50;;;;RX APOFISES ESTILOIDES - FACE
RXATACDI;RX Articulação Acromioclavicular Direita;Raio-X;40803066;93,50;;30,45;;RX ARTICULACAO ACROMIOCLAVICULAR DIREITA
RXATACES;RX Articulação Acromioclavicular Esquerda;Raio-X;40803066;93,50;;30,45;;RX ARTICULACAO ACROMIOCLAVICULAR ESQUERDA
RXARESUD;RX Articulação Escapulo Umeral Direita;Raio-X;40803074;93,50;;30,45;;RX ARTICULACAO ESCAPULO UMERAL DIREITA
RXARESUE;RX Articulação Escapulo Umeral Esquerda;Raio-X;40803074;93,50;;30,45;;RX ARTICULACAO ESCAPULO UMERAL ESQUERDA
RXAREDIR;RX Articulação Esternoclavicular Direita;Raio-X;40803023;93,50;;30,45;;RX ARTICULACAO ESTERNOCLAVICULAR DIREITA
RXAREESQ;RX Articulação Esternoclavicular Esquerda · Gerado Automaticamente;Raio-X;40803023;93,50;;30,45;Página 11.;RX ARTICULACAO ESTERNOCLAVICULAR ESQUERDA · Gerado automaticamente
RXARTEMP;RX Articulação Temporomandibular Bilateral;Raio-X;40801110;93,50;;32,14;;RX ARTICULACAO TEMPOROMANDIBULAR BILATERAL
RXARSACR;RX Articulacoes Sacroilíacas;Raio-X;40804020;93,50;;30,45;;RX ARTICULACOES SACROILIACAS
RXBACIA;RX Bacia;Raio-X;40804011;106,25;;26,22;;RX BACIA
RXBRADIR;RX Braço Direito;Raio-X;40803082;93,50;;30,45;;RX BRACO DIREITO
RXBRAESQ;RX Braço Esquerdo;Raio-X;40803082;93,50;;30,45;;RX BRACO ESQUERDO
RXCALDIR;RX Calcâneo Direito;Raio-X;40804100;93,50;;24,53;;RX CALCANEO DIREITO
RXCALESQ;RX Calcâneo Esquerdo;Raio-X;40804100;93,50;;24,53;;RX CALCANEO ESQUERDO
RXCLADIR;RX Clavicula Direita;Raio-X;40803040;93,50;;30,45;;RX CLAVICULA DIREITA
RXCLAESQ;RX Clavicula Esquerda;Raio-X;40803040;93,50;;30,45;;RX CLAVICULA ESQUERDA
RXCOLPOO;RX Colangiografia Pos-operatoria - Pelo Dreno;Raio-X;40806111;420,75;;56,66;Jejum de 6 horas, não mastigar chiclete nem fumar antes do exame. Para crianças: trazer 1 mamadeira vazia e outra mamadeira com leite ou suco. Trazer exames anteriores e chegar com 30 minutos de antecedência.;RX COLANGIOGRAFIA POS-OPERATORIA - PELO DRENO
RXCOLCER;RX Coluna Cervical 3 Incidencias;Raio-X;40802019;106,25;;30,45;;RX COLUNA CERVICAL 3 INCIDENCIAS
RXCOLCEV;RX Coluna Cervical 5 Incidencias;Raio-X;40802027;140,25;;32,14;;RX COLUNA CERVICAL 5 INCIDENCIAS
RXCOLDOR;RX Coluna Dorsal 2 Incidencias;Raio-X;40802035;106,25;;30,45;;RX COLUNA DORSAL 2 INCIDENCIAS
RXCOLDOC;RX Coluna Dorsal 4 Incidencias;Raio-X;40802043;140,25;;27,06;;RX COLUNA DORSAL 4 INCIDENCIAS
RXCODLES;RX Coluna Dorso-lombar Para Escoliose;Raio-X;40802086;127,50;;32,14;;RX COLUNA DORSO-LOMBAR PARA ESCOLIOSE
RXCOLLOM;RX Coluna Lombar 3 Incidencias;Raio-X;40802051;106,25;;30,45;Página 40.;RX COLUNA LOMBAR 3 INCIDENCIAS
RXCOLLOB;RX Coluna Lombar 5 Incidencias;Raio-X;40802060;140,25;;32,14;;RX COLUNA LOMBAR 5 INCIDENCIAS
RXCOLTOT;RX Coluna Total Para Escoliose;Raio-X;40802094;140,25;;37,21;;RX COLUNA TOTAL PARA ESCOLIOSE
RXCOHEMI;RX Costelas por Hemitorax;Raio-X;40803031;93,50;;30,45;;RX COSTELAS POR HEMITORAX
RXCOTDIR;RX Cotovelo Direito;Raio-X;40803090;93,50;;24,53;;RX COTOVELO DIREITO
RXCOTESQ;RX Cotovelo Esquerdo;Raio-X;40803090;93,50;;24,53;;RX COTOVELO ESQUERDO
RXCOXADR;RX Coxa Direita;Raio-X;40804046;93,50;;30,45;;RX COXA DIREITA
RXCOXAEQ;RX Coxa Esquerda;Raio-X;40804046;93,50;;30,45;;RX COXA ESQUERDA
RXCRANI2;RX Crânio 2 Incidencias;Raio-X;40801012;106,25;;30,45;SEM ADORNOS.;RX CRANIO 2 INCIDENCIAS
RXCRAN3;RX Crânio 3 Incidencias;Raio-X;40801020;127,50;;30,45;SEM ADORNOS.;RX CRANIO 3 INCIDENCIAS
RXCRAN4;RX Crânio 4 Incidencias;Raio-X;40801039;140,25;;32,14;SEM ADORNOS.;RX CRANIO 4 INCIDENCIAS
RXESCANO;RX Escanometria;Raio-X;40804119;148,75;;30,45;;RX ESCANOMETRIA
RXESHIES;RX Esôfago Hiato Estômago e Duodeno;Raio-X;40806057;412,25;;75,27;Jejum de 6 horas, não mastigar chiclete nem fumar antes do exame. Para crianças: trazer 1 mamadeira vazia e outra mamadeira com leite ou suco. Trazer exames anteriores e chegar com 30 minutos de antecedência.;RX ESOFAGO HIATO ESTOMAGO E DUODENO
RXESTERN;RX Esterno;Raio-X;40803015;93,50;;30,45;;RX ESTERNO
RXINCIAD;RX Incidencia Adicional de Coluna;Raio-X;40802116;29,75;;6,16;;RX INCIDENCIA ADICIONAL DE COLUNA
RXADINFF;RX Incidencia Adicional de Membro Inferior;Raio-X;40804135;29,75;;6,16;;RX INCIDENCIA ADICIONAL DE MEMBRO INFERIOR
RXINADSU;RX Incidencia Adicional de Membro Superior;Raio-X;40803147;29,75;;6,16;;RX INCIDENCIA ADICIONAL DE MEMBRO SUPERIOR
RXJOEDIR;RX Joelho Direito;Raio-X;40804054;93,50;;25,37;;RX JOELHO DIREITO
RXJOEESQ;RX Joelho Esquerdo · Gerado Automaticamente;Raio-X;40804054;93,50;;25,37;Página 12.;RX JOELHO ESQUERDO · Gerado automaticamente
RXMALARF;RX Malar - Face;Raio-X;;93,50;;;;RX MALAR - FACE
RXMAODIR;RX Mão Direita;Raio-X;40803120;93,50;;24,53;;RX MAO DIREITA
RXMAOESQ;RX Mão Esquerda;Raio-X;40803120;93,50;;24,53;;RX MAO ESQUERDA
RXMPUNID;RX Mãos e Punho Para Idade Ossea;Raio-X;40803139;110,50;;24,53;Página 22.;RX MAOS E PUNHO PARA IDADE OSSEA
RXMAXINF;RX Maxilar;Raio-X;;93,50;;;;RX MAXILAR
RXOMDIR;RX Ombro Direito;Raio-X;40803074;93,50;;30,45;;RX OMBRO DIREITO
RXOMESQ;RX Ombro Esquerdo;Raio-X;40803074;93,50;;30,45;;RX OMBRO ESQUERDO
RXOMESCP;RX Omoplata Ou Escapula;Raio-X;40803058;93,50;;30,45;;RX OMOPLATA OU ESCAPULA
RXORBITA;RX Orbita Bilateral;Raio-X;40801055;114,75;;32,14;;RX ORBITA BILATERAL
RXOSSFAC;RX Ossos da Face;Raio-X;40801098;93,50;;32,14;;RX OSSOS DA FACE
RXPANMIN;RX Panoramica dos Membros Inferiores;Raio-X;40804127;140,25;;35,52;;RX PANORAMICA DOS MEMBROS INFERIORES
RXPATDIR;RX Patela Direita;Raio-X;40804062;93,50;;25,37;;RX PATELA DIREITA
RXPATESQ;RX Patela Esquerda;Raio-X;40804062;93,50;;25,37;;RX PATELA ESQUERDA
RXPEDIRE;RX Pé Direito;Raio-X;40804097;93,50;;24,53;Página 41.;RX PE DIREITO
RXPEESQ;RX Pé Esquerdo;Raio-X;40804097;93,50;;24,53;;RX PE ESQUERDO
RXPERDIR;RX Perna Direita;Raio-X;40804070;93,50;;25,37;;RX PERNA DIREITA
